# Server version 0.08 running on 192.168.2.27:8123
# Game ID: 12
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Wed Apr 02 00:46:37 EDT 2014
# Player 1: Player-0, 'ABPruning', running on localhost
# Player 2: Player-1, 'ABPruning', running on localhost
# Player 3: Player-2, 'ABPruning', running on localhost
# Player 4: Player-3, 'ABPruning', running on localhost
START Player-0 ABPruning
START Player-1 ABPruning
START Player-2 ABPruning
START Player-3 ABPruning
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
1 (11,7) (9,7)
1 (9,7) (11,9)
1 (11,9) (9,9)
1 (9,9) (11,7)
GAMEOVER TIMEOUT Player-1
WINNER Player-0
# Game ended: Wed Apr 02 00:46:47 EDT 2014
